"absences","course","school","sex","age","address","famsize","Medu","Fedu","Mjob","Fjob","guardian","traveltime","studytime","failures","schoolsup","famsup","activities","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","G3","nursery"
4,"math","MS","M",18,"U","GT3",4,4,"teacher","teacher","father",1,2,0,"no","no","yes","yes","yes","no",3,2,4,1,4,2,14,"no"
5,"math","MS","M",18,"R","GT3",2,1,"other","other","mother",2,1,0,"no","no","yes","yes","yes","yes",4,4,3,1,3,5,7,"no"
2,"math","MS","M",17,"U","GT3",2,3,"other","services","father",2,2,0,"no","no","yes","yes","yes","no",4,4,3,1,1,3,10,"yes"
0,"math","MS","M",19,"R","GT3",1,1,"other","services","mother",2,1,1,"no","no","no","yes","no","no",4,3,2,1,3,5,0,"yes"
14,"math","MS","M",18,"R","GT3",4,2,"other","other","father",2,1,1,"no","no","no","yes","no","no",5,4,3,4,3,3,5,"yes"
2,"math","MS","F",18,"R","GT3",2,2,"at_home","other","mother",2,3,0,"no","no","no","yes","no","no",5,3,3,1,3,4,10,"yes"
7,"math","MS","F",18,"R","GT3",4,4,"teacher","at_home","mother",3,1,0,"no","yes","yes","yes","yes","yes",4,4,3,2,2,5,6,"yes"
0,"math","MS","F",19,"R","GT3",2,3,"services","other","mother",1,3,1,"no","no","yes","yes","yes","no",5,4,2,1,2,5,0,"no"
0,"math","MS","F",18,"U","LE3",3,1,"teacher","services","mother",1,2,0,"no","yes","no","yes","yes","no",4,3,4,1,1,1,8,"yes"
0,"math","MS","F",18,"U","GT3",1,1,"other","other","mother",2,2,1,"no","no","yes","yes","no","no",1,1,1,1,1,5,0,"yes"
11,"math","MS","M",20,"U","LE3",2,2,"services","services","other",1,2,2,"no","yes","no","yes","no","no",5,5,4,4,5,4,9,"yes"
3,"math","MS","M",17,"U","LE3",3,1,"services","services","mother",2,1,0,"no","no","no","yes","yes","no",2,4,5,3,4,2,16,"no"
3,"math","MS","M",21,"R","GT3",1,1,"other","other","other",1,1,3,"no","no","no","yes","no","no",5,5,3,3,3,3,7,"no"
0,"math","MS","M",18,"R","LE3",3,2,"services","other","mother",3,1,0,"no","no","no","yes","yes","no",4,4,1,3,4,5,10,"no"
5,"math","MS","M",19,"U","LE3",1,1,"other","at_home","father",1,1,0,"no","no","no","yes","yes","no",3,2,3,3,3,5,9,"yes"
4,"portuguese","GP","F",18,"U","GT3",4,4,"at_home","teacher","mother",2,2,0,"yes","no","no","yes","no","no",4,3,4,1,1,3,11,"yes"
2,"portuguese","GP","F",17,"U","GT3",1,1,"at_home","other","father",1,2,0,"no","yes","no","yes","yes","no",5,3,3,1,1,3,11,"no"
6,"portuguese","GP","F",15,"U","LE3",1,1,"at_home","other","mother",1,2,0,"yes","no","no","yes","yes","no",4,3,2,2,3,3,12,"yes"
0,"portuguese","GP","F",15,"U","GT3",4,2,"health","services","mother",1,3,0,"no","yes","yes","yes","yes","yes",3,2,2,1,1,5,14,"yes"
0,"portuguese","GP","F",16,"U","GT3",3,3,"other","other","father",1,2,0,"no","yes","no","yes","no","no",4,3,2,1,2,5,13,"yes"
6,"portuguese","GP","M",16,"U","LE3",4,3,"services","other","mother",1,2,0,"no","yes","yes","yes","yes","no",5,4,2,1,2,5,13,"yes"
0,"portuguese","GP","M",16,"U","LE3",2,2,"other","other","mother",1,2,0,"no","no","no","yes","yes","no",4,4,4,1,1,3,13,"yes"
2,"portuguese","GP","F",17,"U","GT3",4,4,"other","teacher","mother",2,2,0,"yes","yes","no","yes","no","no",4,1,4,1,1,1,13,"yes"
0,"portuguese","GP","M",15,"U","LE3",3,2,"services","other","mother",1,2,0,"no","yes","no","yes","yes","no",4,2,2,1,1,1,17,"yes"
0,"portuguese","GP","M",15,"U","GT3",3,4,"other","other","mother",1,2,0,"no","yes","yes","yes","yes","no",5,5,1,1,1,5,13,"yes"
2,"portuguese","GP","F",15,"U","GT3",4,4,"teacher","health","mother",1,2,0,"no","yes","no","yes","yes","no",3,3,3,1,2,2,14,"yes"
0,"portuguese","GP","F",15,"U","GT3",2,1,"services","other","father",3,3,0,"no","yes","yes","yes","yes","no",5,2,2,1,1,4,13,"yes"
0,"portuguese","GP","M",15,"U","LE3",4,4,"health","services","father",1,1,0,"no","yes","yes","yes","yes","no",4,3,3,1,3,5,12,"yes"
0,"portuguese","GP","M",15,"U","GT3",4,3,"teacher","other","mother",2,2,0,"no","yes","no","yes","yes","no",5,4,3,1,2,3,13,"yes"
0,"portuguese","GP","M",15,"U","GT3",2,2,"other","other","other",1,3,0,"no","yes","no","yes","yes","yes",4,5,2,1,1,3,15,"yes"
6,"portuguese","GP","F",16,"U","GT3",4,4,"health","other","mother",1,1,0,"no","yes","no","yes","yes","no",4,4,4,1,2,2,17,"yes"
10,"portuguese","GP","F",16,"U","GT3",4,4,"services","services","mother",1,3,0,"no","yes","yes","yes","yes","no",3,2,3,1,2,2,14,"yes"
2,"portuguese","GP","F",16,"U","GT3",3,3,"other","other","mother",3,2,0,"yes","yes","yes","yes","no","no",5,3,2,1,1,4,14,"yes"
2,"portuguese","GP","M",17,"U","GT3",3,2,"services","services","mother",1,1,3,"no","yes","yes","yes","yes","no",5,5,5,2,4,5,7,"yes"
6,"portuguese","GP","M",16,"U","LE3",4,3,"health","other","father",1,1,0,"no","no","yes","yes","yes","no",3,1,3,1,3,5,12,"yes"
0,"portuguese","GP","M",15,"U","GT3",4,3,"teacher","other","mother",1,2,0,"no","no","no","yes","yes","no",4,4,1,1,1,1,14,"yes"
0,"portuguese","GP","M",15,"U","GT3",4,4,"health","health","father",1,1,0,"no","yes","no","yes","yes","no",5,4,2,1,1,5,12,"yes"
0,"portuguese","GP","M",16,"U","LE3",4,2,"teacher","other","mother",1,2,0,"no","no","yes","yes","yes","no",4,5,1,1,3,5,14,"yes"
2,"portuguese","GP","M",16,"U","LE3",2,2,"other","other","mother",2,2,0,"no","yes","yes","yes","yes","no",5,4,4,2,4,5,10,"yes"
2,"portuguese","GP","F",15,"R","GT3",2,4,"services","health","mother",1,3,0,"yes","yes","yes","yes","yes","no",4,3,2,1,1,5,10,"yes"
6,"portuguese","GP","F",16,"U","GT3",2,2,"services","services","mother",1,1,0,"no","yes","no","yes","yes","no",1,2,2,1,3,5,12,"no"
8,"portuguese","GP","M",15,"U","GT3",2,2,"other","other","mother",1,1,0,"no","yes","no","yes","yes","no",4,2,2,1,2,5,12,"yes"
0,"portuguese","GP","M",15,"U","GT3",4,2,"health","services","mother",1,1,0,"no","no","no","yes","yes","no",2,2,4,2,4,1,11,"yes"
2,"portuguese","GP","M",16,"U","LE3",3,4,"services","other","mother",1,2,0,"yes","yes","yes","yes","yes","no",5,3,3,1,1,5,13,"yes"
4,"portuguese","GP","M",16,"U","GT3",4,4,"teacher","teacher","mother",1,2,0,"no","yes","yes","yes","yes","yes",4,4,5,5,5,5,12,"yes"
0,"portuguese","GP","M",15,"U","GT3",4,4,"health","services","mother",1,2,0,"no","yes","no","yes","yes","no",5,4,2,3,4,5,11,"no"
2,"portuguese","GP","M",15,"U","GT3",4,4,"services","services","mother",2,2,0,"no","yes","yes","yes","yes","no",4,3,1,1,1,5,15,"yes"
0,"portuguese","GP","M",15,"R","GT3",4,3,"teacher","at_home","mother",1,2,0,"no","yes","yes","yes","yes","yes",4,5,2,1,1,5,15,"yes"
0,"portuguese","GP","M",15,"U","LE3",3,3,"other","other","mother",1,2,0,"no","no","yes","yes","yes","no",5,3,2,1,1,2,12,"no"
4,"portuguese","GP","M",16,"U","GT3",3,2,"other","other","mother",1,1,0,"no","yes","no","yes","yes","no",5,4,3,1,1,5,12,"no"
4,"portuguese","GP","F",15,"U","GT3",2,3,"other","other","father",2,1,0,"no","yes","yes","yes","no","no",3,5,1,1,1,5,11,"yes"
0,"portuguese","GP","M",15,"U","LE3",4,3,"teacher","services","mother",1,3,0,"no","yes","yes","yes","yes","no",5,4,3,1,1,4,14,"yes"
4,"portuguese","GP","M",16,"R","GT3",4,4,"other","teacher","mother",2,3,0,"no","yes","yes","yes","yes","yes",2,4,3,1,1,5,13,"yes"
2,"portuguese","GP","F",15,"R","GT3",3,4,"services","health","mother",1,3,0,"yes","yes","yes","yes","yes","no",4,3,2,1,1,5,12,"yes"
8,"portuguese","GP","F",15,"R","GT3",2,2,"at_home","other","mother",1,1,0,"yes","yes","yes","yes","no","no",4,3,1,1,1,2,12,"yes"
16,"portuguese","GP","F",16,"U","LE3",2,2,"other","other","mother",2,2,0,"no","yes","yes","yes","yes","yes",3,3,3,1,2,3,10,"no"
8,"portuguese","GP","M",15,"U","LE3",4,4,"teacher","other","other",1,1,0,"no","yes","no","yes","yes","yes",5,4,3,2,4,5,11,"no"
0,"portuguese","GP","M",15,"U","GT3",4,4,"services","teacher","father",1,2,0,"no","yes","yes","yes","yes","no",4,3,3,1,1,5,15,"yes"
0,"portuguese","GP","M",15,"U","GT3",2,2,"services","services","father",1,1,0,"yes","yes","no","yes","yes","no",5,4,1,1,1,1,10,"yes"
14,"portuguese","GP","F",16,"U","LE3",2,2,"other","at_home","father",2,2,1,"yes","no","yes","yes","yes","no",4,3,3,2,2,5,11,"yes"
4,"portuguese","GP","F",15,"U","LE3",4,3,"other","other","mother",1,2,0,"yes","yes","yes","yes","yes","yes",5,2,2,1,1,5,11,"yes"
6,"portuguese","GP","F",16,"U","LE3",3,3,"other","services","mother",1,2,0,"no","yes","no","yes","yes","no",2,3,5,1,4,3,13,"yes"
2,"portuguese","GP","M",16,"U","GT3",4,3,"health","services","mother",1,4,0,"no","no","yes","yes","yes","no",4,2,2,1,1,2,17,"yes"
4,"portuguese","GP","M",15,"U","GT3",4,2,"teacher","other","mother",1,2,0,"no","yes","no","yes","no","no",4,3,3,2,2,5,13,"yes"
2,"portuguese","GP","F",15,"U","GT3",4,4,"services","teacher","father",1,2,0,"yes","yes","yes","yes","yes","no",4,4,4,1,1,3,12,"no"
0,"portuguese","GP","F",16,"U","LE3",2,2,"services","services","mother",3,2,0,"no","yes","no","yes","yes","no",4,3,3,2,3,4,13,"yes"
0,"portuguese","GP","F",15,"U","LE3",4,2,"health","other","mother",1,2,0,"no","yes","no","yes","yes","no",4,3,3,1,1,5,16,"yes"
4,"portuguese","GP","M",15,"U","LE3",4,2,"health","health","father",2,1,0,"no","no","no","yes","no","no",5,5,5,3,4,5,9,"yes"
0,"portuguese","GP","F",15,"U","GT3",4,4,"services","services","mother",1,1,0,"yes","yes","no","yes","yes","no",3,3,4,2,3,5,12,"yes"
0,"portuguese","GP","F",15,"U","LE3",3,3,"other","other","mother",1,1,0,"no","no","no","yes","yes","no",5,3,4,4,4,1,13,"yes"
2,"portuguese","GP","F",16,"U","GT3",2,1,"other","other","mother",1,2,0,"no","no","yes","yes","yes","yes",5,3,4,1,1,2,12,"yes"
0,"portuguese","GP","F",15,"U","GT3",4,3,"services","services","mother",1,2,0,"no","yes","yes","yes","yes","no",4,3,2,1,1,1,15,"yes"
8,"portuguese","GP","M",15,"U","GT3",4,4,"teacher","health","mother",1,2,0,"no","yes","yes","yes","no","no",3,2,2,1,1,5,16,"yes"
0,"portuguese","GP","M",15,"U","LE3",1,2,"other","at_home","father",1,2,0,"yes","yes","yes","yes","yes","no",4,3,2,1,1,5,14,"yes"
2,"portuguese","GP","F",16,"U","GT3",4,2,"services","other","mother",1,2,0,"no","yes","no","yes","yes","no",4,2,3,1,1,5,16,"yes"
0,"portuguese","GP","F",16,"R","GT3",4,4,"health","teacher","mother",1,2,0,"no","yes","yes","yes","no","no",2,4,4,2,3,4,16,"yes"
0,"portuguese","GP","F",16,"U","GT3",1,1,"services","services","father",4,1,0,"yes","yes","yes","yes","yes","yes",5,5,5,5,5,5,16,"no"
0,"portuguese","GP","F",16,"U","LE3",1,2,"other","services","father",1,2,0,"yes","no","yes","yes","yes","no",4,4,3,1,1,1,10,"yes"
0,"portuguese","GP","F",16,"U","GT3",4,3,"teacher","health","mother",1,3,0,"yes","yes","yes","yes","yes","no",3,4,4,2,4,4,13,"yes"
0,"portuguese","GP","F",15,"U","LE3",4,3,"services","services","father",1,2,0,"yes","no","yes","yes","yes","yes",4,4,4,2,4,2,12,"yes"
2,"portuguese","GP","F",16,"U","LE3",4,3,"teacher","services","mother",3,2,0,"no","yes","yes","yes","yes","no",5,4,3,1,2,1,16,"yes"
0,"portuguese","GP","M",15,"U","GT3",4,4,"other","services","mother",1,4,0,"no","yes","yes","yes","yes","yes",1,3,3,5,5,3,12,"no"
0,"portuguese","GP","F",16,"U","GT3",3,1,"services","other","mother",1,4,0,"yes","yes","no","yes","yes","no",4,3,3,1,2,5,10,"yes"
0,"portuguese","GP","F",15,"R","LE3",2,2,"health","services","mother",2,2,0,"yes","yes","no","yes","yes","no",4,1,3,1,3,4,11,"yes"
6,"portuguese","GP","F",15,"R","LE3",3,1,"other","other","father",2,4,0,"no","yes","no","yes","yes","no",4,4,2,2,3,3,15,"no"
2,"portuguese","GP","M",16,"U","GT3",3,1,"other","other","father",2,4,0,"no","yes","no","yes","yes","no",4,3,2,1,1,5,11,"yes"
0,"portuguese","GP","M",15,"U","GT3",4,2,"other","other","mother",1,4,0,"no","no","no","yes","yes","no",3,3,3,1,1,3,10,"yes"
2,"portuguese","GP","F",15,"R","GT3",1,1,"other","other","mother",1,2,0,"yes","yes","no","yes","yes","yes",3,3,4,2,4,5,11,"no"
0,"portuguese","GP","M",16,"U","GT3",3,1,"other","other","mother",1,1,0,"no","no","yes","yes","no","no",5,3,2,2,2,5,14,"yes"
4,"portuguese","GP","F",16,"U","GT3",3,3,"other","services","mother",1,2,0,"yes","yes","yes","yes","yes","no",4,3,3,2,4,5,11,"yes"
0,"portuguese","GP","M",15,"U","GT3",4,3,"teacher","other","mother",1,2,0,"no","yes","yes","yes","yes","no",4,3,3,2,3,5,11,"yes"
0,"portuguese","GP","M",15,"U","GT3",4,0,"teacher","other","mother",2,4,0,"no","no","yes","yes","yes","no",3,4,3,1,1,1,11,"yes"
1,"portuguese","GP","F",16,"U","GT3",2,2,"other","other","mother",1,4,0,"no","no","no","yes","yes","yes",5,2,3,1,3,3,13,"yes"
0,"portuguese","GP","M",17,"U","GT3",2,1,"other","other","mother",2,1,3,"yes","yes","yes","no","yes","no",4,5,1,1,1,3,10,"yes"
14,"portuguese","GP","F",16,"U","GT3",3,4,"at_home","other","mother",1,2,0,"no","yes","no","yes","yes","no",2,4,3,1,2,3,11,"yes"
0,"portuguese","GP","M",15,"U","GT3",2,3,"other","services","father",1,1,0,"yes","yes","yes","yes","yes","yes",3,2,2,1,3,3,12,"no"
2,"portuguese","GP","M",15,"U","GT3",2,3,"other","other","mother",1,3,0,"yes","no","no","yes","yes","no",5,3,2,1,2,5,9,"no"
4,"portuguese","GP","F",15,"U","LE3",3,2,"services","other","mother",1,2,0,"no","yes","no","yes","yes","no",4,4,4,1,1,5,11,"yes"
2,"portuguese","GP","M",15,"U","LE3",2,2,"services","services","mother",2,2,0,"no","no","yes","yes","yes","no",5,3,3,1,3,4,13,"yes"
2,"portuguese","GP","F",15,"U","GT3",1,1,"other","other","father",1,2,0,"no","yes","yes","yes","yes","no",4,3,2,2,3,4,12,"no"
4,"portuguese","GP","F",15,"U","GT3",4,4,"services","services","father",2,2,0,"no","no","no","yes","yes","yes",4,4,4,2,3,5,12,"yes"
6,"portuguese","GP","F",16,"U","LE3",2,2,"at_home","other","mother",1,2,0,"no","yes","no","yes","no","no",4,3,4,1,2,2,11,"yes"
4,"portuguese","GP","F",15,"U","GT3",4,2,"other","other","mother",1,3,0,"no","yes","yes","yes","yes","no",5,3,3,1,3,1,15,"yes"
6,"portuguese","GP","M",16,"U","GT3",2,2,"services","other","father",2,2,0,"no","no","yes","yes","yes","no",4,4,2,1,1,3,11,"no"
6,"portuguese","GP","M",16,"U","LE3",4,4,"teacher","health","mother",1,2,0,"no","yes","no","yes","no","no",4,1,3,3,5,5,10,"yes"
2,"portuguese","GP","F",16,"U","GT3",3,3,"other","other","mother",1,3,0,"no","yes","no","yes","yes","yes",4,3,3,1,3,4,11,"yes"
6,"portuguese","GP","F",15,"U","GT3",4,3,"services","other","mother",1,1,0,"no","no","yes","yes","yes","no",4,5,5,1,3,1,13,"yes"
0,"portuguese","GP","F",16,"U","LE3",3,1,"other","other","father",1,2,0,"yes","yes","no","yes","no","no",3,3,3,2,3,2,12,"yes"
2,"portuguese","GP","F",16,"U","GT3",4,2,"teacher","services","mother",2,2,0,"no","yes","yes","yes","yes","no",5,3,3,1,1,1,14,"yes"
2,"portuguese","GP","M",15,"U","LE3",2,2,"services","health","mother",1,4,0,"no","yes","yes","yes","yes","no",4,3,4,1,1,4,12,"yes"
4,"portuguese","GP","F",15,"R","GT3",1,1,"at_home","other","mother",2,4,0,"yes","yes","yes","yes","yes","no",3,1,2,1,1,1,13,"yes"
6,"portuguese","GP","M",16,"R","GT3",4,3,"services","other","mother",2,1,0,"yes","yes","yes","yes","yes","no",3,3,3,1,1,4,11,"no"
0,"portuguese","GP","F",16,"U","GT3",2,1,"other","other","mother",1,2,0,"no","yes","no","yes","no","yes",4,3,5,1,1,5,12,"yes"
4,"portuguese","GP","F",16,"U","GT3",4,4,"other","other","mother",1,1,0,"no","no","yes","yes","yes","no",5,3,4,1,2,1,13,"no"
2,"portuguese","GP","F",16,"U","GT3",4,3,"other","at_home","mother",1,3,0,"yes","yes","no","yes","yes","no",5,3,5,1,1,3,13,"yes"
12,"portuguese","GP","M",16,"U","GT3",4,4,"services","services","mother",1,1,0,"yes","yes","yes","yes","yes","no",4,5,5,5,5,4,8,"yes"
0,"portuguese","GP","M",16,"U","GT3",4,4,"services","teacher","father",1,3,0,"no","yes","yes","yes","yes","yes",4,4,3,1,1,4,16,"yes"
2,"portuguese","GP","M",15,"U","GT3",4,4,"services","other","mother",1,1,0,"no","yes","yes","yes","yes","no",5,3,3,1,1,5,12,"no"
16,"portuguese","GP","F",15,"U","GT3",3,2,"services","other","mother",2,2,0,"yes","yes","no","yes","yes","no",4,3,5,1,1,2,10,"yes"
0,"portuguese","GP","M",15,"U","GT3",3,4,"services","other","mother",1,2,0,"no","yes","yes","yes","yes","no",5,4,4,1,1,1,16,"yes"
10,"portuguese","GP","F",15,"U","GT3",3,3,"other","health","father",1,4,0,"yes","no","no","yes","no","no",4,3,3,1,1,4,10,"yes"
4,"portuguese","GP","F",15,"U","GT3",2,2,"other","other","mother",1,4,0,"yes","yes","no","yes","yes","no",5,1,2,1,1,3,10,"yes"
4,"portuguese","GP","M",16,"U","GT3",3,3,"services","other","father",1,3,0,"no","yes","yes","yes","yes","no",5,3,3,1,1,5,14,"yes"
8,"portuguese","GP","M",15,"R","GT3",4,4,"other","other","father",4,4,0,"no","yes","yes","yes","yes","yes",1,3,5,3,5,1,11,"yes"
2,"portuguese","GP","F",16,"U","LE3",4,4,"health","health","mother",1,3,0,"no","yes","yes","yes","yes","yes",5,4,5,1,1,4,14,"yes"
4,"portuguese","GP","M",15,"U","LE3",4,4,"teacher","teacher","mother",1,1,0,"no","no","yes","yes","yes","no",5,5,3,1,1,4,14,"yes"
4,"portuguese","GP","F",16,"R","GT3",3,3,"services","other","father",1,3,0,"yes","yes","yes","yes","yes","no",4,1,2,1,1,2,11,"yes"
12,"portuguese","GP","F",16,"U","GT3",2,2,"at_home","other","mother",1,2,1,"yes","no","yes","yes","yes","no",3,1,2,1,1,5,10,"yes"
10,"portuguese","GP","M",15,"U","LE3",4,2,"teacher","other","mother",1,1,0,"no","no","no","yes","yes","no",3,5,2,1,1,3,18,"yes"
4,"portuguese","GP","M",15,"R","GT3",2,1,"health","services","mother",1,2,0,"no","no","yes","yes","yes","yes",5,4,2,1,1,5,10,"yes"
6,"portuguese","GP","M",16,"U","GT3",4,4,"teacher","teacher","father",1,2,0,"no","yes","yes","yes","yes","no",5,4,4,1,2,5,14,"yes"
4,"portuguese","GP","M",15,"U","GT3",4,4,"other","teacher","father",2,2,0,"no","yes","yes","yes","no","no",4,4,3,1,1,2,16,"yes"
6,"portuguese","GP","M",16,"U","GT3",3,3,"other","services","father",2,1,0,"no","no","yes","yes","yes","no",5,4,2,1,1,5,15,"yes"
14,"portuguese","GP","M",17,"R","GT3",1,3,"other","other","father",3,2,1,"no","yes","yes","yes","yes","no",5,2,4,1,4,5,11,"yes"
2,"portuguese","GP","M",15,"U","GT3",3,4,"other","other","father",1,1,0,"no","no","no","yes","yes","no",3,4,3,1,2,4,14,"yes"
0,"portuguese","GP","F",15,"U","GT3",1,2,"at_home","services","mother",1,2,0,"no","no","no","yes","yes","no",3,2,3,1,2,1,14,"no"
6,"portuguese","GP","M",15,"U","GT3",2,2,"services","services","father",1,4,0,"no","yes","yes","yes","yes","no",5,5,4,1,2,5,13,"yes"
2,"portuguese","GP","F",16,"U","LE3",2,4,"other","health","father",2,2,0,"no","yes","yes","yes","yes","yes",4,2,2,1,2,5,13,"yes"
4,"portuguese","GP","M",16,"U","GT3",4,4,"health","other","mother",1,1,0,"no","yes","yes","yes","yes","no",3,4,4,1,4,5,13,"yes"
0,"portuguese","GP","F",16,"U","GT3",2,2,"other","other","mother",1,2,0,"no","no","no","yes","yes","yes",5,4,4,1,1,5,11,"yes"
2,"portuguese","GP","M",15,"U","GT3",3,4,"services","services","father",1,1,0,"yes","no","no","yes","yes","no",5,5,5,3,2,5,9,"yes"
0,"portuguese","GP","F",15,"U","LE3",3,4,"other","other","mother",1,2,0,"yes","no","yes","yes","yes","yes",5,3,2,1,1,1,11,"yes"
0,"portuguese","GP","F",19,"U","GT3",0,1,"at_home","other","other",1,2,2,"no","yes","no","no","no","no",3,4,2,1,1,5,11,"no"
8,"portuguese","GP","M",16,"R","GT3",4,4,"teacher","teacher","mother",1,1,0,"no","no","yes","yes","yes","no",3,5,5,2,5,4,15,"yes"
4,"portuguese","GP","M",16,"U","GT3",2,3,"other","other","mother",2,3,0,"no","yes","no","yes","yes","yes",3,2,3,2,2,1,13,"no"
0,"portuguese","GP","F",15,"R","GT3",3,4,"services","teacher","father",2,3,0,"no","yes","no","yes","yes","yes",4,2,2,2,2,5,12,"yes"
10,"portuguese","GP","F",18,"U","GT3",2,1,"services","other","mother",1,2,3,"no","yes","yes","no","yes","yes",5,4,5,1,3,5,8,"yes"
8,"portuguese","GP","F",17,"U","LE3",2,1,"other","other","mother",3,1,0,"no","yes","no","yes","yes","no",3,2,2,1,2,5,11,"yes"
6,"portuguese","GP","F",15,"U","GT3",1,1,"at_home","other","mother",3,1,0,"no","yes","yes","yes","yes","yes",4,3,3,1,2,4,13,"no"
2,"portuguese","GP","F",17,"U","LE3",2,2,"other","other","father",1,1,0,"no","yes","no","yes","yes","yes",3,4,4,1,3,5,12,"yes"
12,"portuguese","GP","F",16,"U","GT3",3,4,"services","other","father",1,1,0,"no","no","no","yes","yes","no",3,2,1,1,4,5,14,"yes"
4,"portuguese","GP","M",16,"U","GT3",2,1,"at_home","other","mother",4,1,0,"no","no","no","yes","no","no",3,2,1,1,1,2,11,"yes"
12,"portuguese","GP","F",16,"U","GT3",2,2,"other","other","mother",1,1,1,"no","no","no","yes","no","no",5,3,4,1,1,5,11,"yes"
2,"portuguese","GP","M",15,"R","GT3",3,4,"at_home","teacher","mother",4,2,0,"no","yes","no","yes","no","yes",5,3,3,1,1,5,11,"yes"
4,"portuguese","GP","F",15,"U","GT3",4,4,"services","at_home","mother",1,3,0,"no","yes","yes","yes","yes","yes",4,3,3,1,1,5,15,"yes"
2,"portuguese","GP","M",17,"R","GT3",3,4,"at_home","other","mother",3,2,0,"no","no","no","yes","no","no",5,4,5,2,4,5,10,"yes"
0,"portuguese","GP","F",16,"R","GT3",1,1,"at_home","other","mother",4,2,0,"no","yes","no","yes","no","no",5,1,3,1,1,3,13,"yes"
2,"portuguese","GP","M",18,"U","LE3",3,1,"services","services","mother",2,1,0,"no","no","yes","yes","yes","yes",3,3,4,4,5,4,12,"yes"
10,"portuguese","GP","F",18,"U","GT3",3,2,"other","services","other",1,3,0,"no","yes","yes","yes","yes","yes",4,3,3,5,1,5,11,"no"
8,"portuguese","GP","F",16,"R","GT3",1,1,"other","services","mother",2,1,0,"no","yes","yes","yes","no","yes",3,3,3,1,2,1,11,"yes"
4,"portuguese","GP","F",16,"U","GT3",3,3,"other","other","other",2,1,0,"no","yes","yes","yes","yes","yes",4,3,2,1,1,5,10,"no"
0,"portuguese","GP","M",16,"U","LE3",1,1,"services","other","mother",1,2,2,"no","no","no","yes","no","yes",4,4,4,1,3,5,10,"yes"
6,"portuguese","GP","F",15,"U","GT3",4,4,"teacher","teacher","mother",2,1,0,"no","no","yes","yes","yes","no",4,3,2,1,1,5,14,"yes"
2,"portuguese","GP","F",15,"R","GT3",1,1,"other","other","mother",3,1,1,"no","no","yes","yes","yes","yes",5,5,5,1,1,1,9,"yes"
6,"portuguese","GP","M",15,"U","GT3",4,3,"teacher","services","father",2,4,0,"yes","yes","no","yes","yes","no",2,2,2,1,1,3,11,"yes"
24,"portuguese","GP","F",15,"U","GT3",3,3,"services","services","mother",1,2,0,"no","no","no","yes","no","yes",1,3,2,2,3,1,9,"no"
0,"portuguese","GP","M",16,"U","GT3",4,4,"services","services","mother",1,3,0,"no","yes","yes","yes","yes","no",5,3,3,1,3,5,13,"yes"
4,"portuguese","GP","M",16,"U","LE3",2,2,"services","services","father",2,1,0,"no","yes","yes","yes","yes","no",2,3,3,2,2,2,11,"yes"
2,"portuguese","GP","F",15,"U","GT3",4,4,"teacher","services","mother",1,3,0,"no","yes","yes","yes","yes","no",4,2,2,1,1,5,13,"yes"
4,"portuguese","GP","F",16,"U","LE3",1,1,"at_home","at_home","mother",1,1,0,"no","no","no","yes","yes","no",3,4,4,3,3,1,11,"yes"
22,"portuguese","GP","M",17,"U","GT3",2,1,"other","other","mother",1,1,0,"no","yes","no","yes","yes","no",5,4,5,1,2,5,6,"yes"
0,"portuguese","GP","F",15,"U","GT3",1,1,"other","services","father",1,2,0,"no","yes","no","yes","yes","no",4,4,2,1,2,5,12,"yes"
0,"portuguese","GP","F",15,"U","LE3",2,1,"at_home","other","mother",2,1,0,"no","yes","yes","no","yes","yes",4,4,2,1,1,5,10,"yes"
2,"portuguese","GP","F",15,"U","GT3",3,2,"health","services","father",1,2,1,"no","yes","no","yes","yes","no",3,3,2,1,1,3,11,"yes"
6,"portuguese","GP","F",15,"U","GT3",1,2,"at_home","other","mother",1,2,0,"no","yes","no","yes","yes","no",4,3,2,1,1,5,13,"no"
6,"portuguese","GP","F",15,"U","GT3",1,2,"at_home","services","father",1,2,0,"no","no","no","yes","no","yes",2,3,4,2,4,1,11,"no"
16,"portuguese","GP","M",16,"U","GT3",4,4,"teacher","teacher","mother",1,1,0,"no","yes","no","no","yes","yes",3,3,2,2,1,5,8,"yes"
0,"portuguese","GP","M",15,"U","LE3",2,1,"services","other","mother",4,1,0,"no","no","no","yes","yes","no",4,5,5,2,5,5,11,"yes"
0,"portuguese","GP","M",18,"U","LE3",1,1,"other","other","mother",1,1,2,"no","no","no","no","yes","yes",2,3,5,2,5,4,0,"yes"
6,"portuguese","GP","M",16,"U","LE3",2,1,"at_home","other","mother",1,1,1,"no","no","yes","yes","no","yes",4,4,4,3,5,5,10,"yes"
2,"portuguese","GP","F",15,"R","GT3",3,3,"services","services","other",2,3,0,"no","yes","yes","yes","yes","yes",4,2,1,2,3,3,13,"yes"
6,"portuguese","GP","M",19,"U","GT3",3,2,"services","at_home","mother",1,1,0,"no","yes","no","no","yes","yes",4,5,4,1,1,4,11,"yes"
0,"portuguese","GP","F",17,"U","GT3",4,4,"other","teacher","mother",1,1,0,"yes","yes","no","yes","no","yes",4,2,1,1,1,4,13,"yes"
